"interaction","cell1","cell2","p-value"
"INHABA_ACVR2A","Thymus","Lymph Node","0"
"INHABA_ACVR2A","Bone Marrow","Peritoneal Cavity","0.04"
"INHABA_ACVR2A","Subcutaneous Lymph Node","Peritoneal Cavity","0.01"
"INHABA_ACVR2A","Adipose Tissue","Small Intestine","0.03"
"INHABA_ACVR2A","Bone Marrow","Small Intestine","0"
"INHABA_ACVR2A","Lamina Propia","Small Intestine","0"
"INHABA_ACVR2A","Lung","Small Intestine","0"
"INHABA_ACVR2A","Lymph Node","Small Intestine","0"
"INHABA_ACVR2A","Peritoneal Cavity","Small Intestine","0"
"INHABA_ACVR2A","Spleen","Small Intestine","0"
"INHABA_ACVR2A","Splenic","Small Intestine","0.01"
"INHABA_ACVR2A","Subcutaneous Lymph Node","Small Intestine","0"
"INHABA_ACVR2A","Thymus","Small Intestine","0"
"INHABA_ACVR2A","Subcutaneous Lymph Node","Spleen","0.01"
"INHABA_ACVR2A","Adipose Tissue","Splenic","0.03"
"INHABA_ACVR2A","Bone Marrow","Splenic","0"
"INHABA_ACVR2A","Lamina Propia","Splenic","0.02"
"INHABA_ACVR2A","Lung","Splenic","0.01"
"INHABA_ACVR2A","Lymph Node","Splenic","0.01"
"INHABA_ACVR2A","Peritoneal Cavity","Splenic","0"
"INHABA_ACVR2A","Spleen","Splenic","0.02"
"INHABA_ACVR2A","Subcutaneous Lymph Node","Splenic","0"
"INHABA_ACVR2A","Thymus","Splenic","0.01"
"INHABA_ACVR2A","Adipose Tissue","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Bone Marrow","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Heart","Subcutaneous Lymph Node","0.03"
"INHABA_ACVR2A","Lamina Propia","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Liver","Subcutaneous Lymph Node","0.04"
"INHABA_ACVR2A","Lung","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Lymph Node","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Spleen","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Splenic","Subcutaneous Lymph Node","0.01"
"INHABA_ACVR2A","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Thymus","Subcutaneous Lymph Node","0"
"INHABA_ACVR2A","Subcutaneous Lymph Node","Thymus","0.02"
"INHABB_ACVR2B","Bone Marrow","Adipose Tissue","0.02"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Adipose Tissue","0"
"INHABB_ACVR2B","Bone Marrow","Blood","0"
"INHABB_ACVR2B","Peritoneal Cavity","Blood","0.04"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Blood","0"
"INHABB_ACVR2B","Thymus","Blood","0.04"
"INHABB_ACVR2B","Bone Marrow","Bone Marrow","0"
"INHABB_ACVR2B","Lamina Propia","Bone Marrow","0.01"
"INHABB_ACVR2B","Lung","Bone Marrow","0.01"
"INHABB_ACVR2B","Lymph Node","Bone Marrow","0"
"INHABB_ACVR2B","Peritoneal Cavity","Bone Marrow","0"
"INHABB_ACVR2B","Spleen","Bone Marrow","0"
"INHABB_ACVR2B","Splenic","Bone Marrow","0"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Bone Marrow","0"
"INHABB_ACVR2B","Thymus","Bone Marrow","0"
"INHABB_ACVR2B","Adipose Tissue","Brain","0.03"
"INHABB_ACVR2B","Blood","Brain","0"
"INHABB_ACVR2B","Bone Marrow","Brain","0"
"INHABB_ACVR2B","Brain","Brain","0.04"
"INHABB_ACVR2B","Colon","Brain","0.03"
"INHABB_ACVR2B","Heart","Brain","0.02"
"INHABB_ACVR2B","Lamina Propia","Brain","0.01"
"INHABB_ACVR2B","Liver","Brain","0.03"
"INHABB_ACVR2B","Lung","Brain","0"
"INHABB_ACVR2B","Lymph Node","Brain","0"
"INHABB_ACVR2B","Peritoneal Cavity","Brain","0"
"INHABB_ACVR2B","Small Intestine","Brain","0"
"INHABB_ACVR2B","Spleen","Brain","0"
"INHABB_ACVR2B","Splenic","Brain","0"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Brain","0"
"INHABB_ACVR2B","Thymus","Brain","0"
"INHABB_ACVR2B","Bone Marrow","Lung","0"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Lung","0"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Lymph Node","0.01"
"INHABB_ACVR2B","Bone Marrow","Peritoneal Cavity","0"
"INHABB_ACVR2B","Peritoneal Cavity","Peritoneal Cavity","0.04"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"INHABB_ACVR2B","Thymus","Peritoneal Cavity","0.02"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Spleen","0.02"
"INHABB_ACVR2B","Blood","Splenic","0.02"
"INHABB_ACVR2B","Bone Marrow","Splenic","0"
"INHABB_ACVR2B","Brain","Splenic","0.04"
"INHABB_ACVR2B","Lamina Propia","Splenic","0.01"
"INHABB_ACVR2B","Lung","Splenic","0.02"
"INHABB_ACVR2B","Lymph Node","Splenic","0"
"INHABB_ACVR2B","Peritoneal Cavity","Splenic","0"
"INHABB_ACVR2B","Small Intestine","Splenic","0.02"
"INHABB_ACVR2B","Spleen","Splenic","0.01"
"INHABB_ACVR2B","Splenic","Splenic","0.01"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Splenic","0"
"INHABB_ACVR2B","Thymus","Splenic","0"
"INHABB_ACVR2B","Bone Marrow","Subcutaneous Lymph Node","0"
"INHABB_ACVR2B","Lamina Propia","Subcutaneous Lymph Node","0.01"
"INHABB_ACVR2B","Lung","Subcutaneous Lymph Node","0.01"
"INHABB_ACVR2B","Lymph Node","Subcutaneous Lymph Node","0.01"
"INHABB_ACVR2B","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"INHABB_ACVR2B","Spleen","Subcutaneous Lymph Node","0"
"INHABB_ACVR2B","Splenic","Subcutaneous Lymph Node","0"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"INHABB_ACVR2B","Thymus","Subcutaneous Lymph Node","0"
"INHABB_ACVR2B","Bone Marrow","Thymus","0"
"INHABB_ACVR2B","Lamina Propia","Thymus","0.01"
"INHABB_ACVR2B","Lung","Thymus","0"
"INHABB_ACVR2B","Lymph Node","Thymus","0.01"
"INHABB_ACVR2B","Peritoneal Cavity","Thymus","0"
"INHABB_ACVR2B","Spleen","Thymus","0"
"INHABB_ACVR2B","Splenic","Thymus","0"
"INHABB_ACVR2B","Subcutaneous Lymph Node","Thymus","0"
"INHABB_ACVR2B","Thymus","Thymus","0"
"WNT10B_FZD1_LRP5","Bone Marrow","Lung","0.03"
"WNT10B_FZD1_LRP5","Subcutaneous Lymph Node","Lung","0.03"
"WNT10B_FZD1_LRP5","Thymus","Lung","0.04"
"WNT10B_FZD1_LRP5","Adipose Tissue","Peritoneal Cavity","0.02"
"WNT10B_FZD1_LRP5","Bone Marrow","Peritoneal Cavity","0"
"WNT10B_FZD1_LRP5","Brain","Peritoneal Cavity","0.03"
"WNT10B_FZD1_LRP5","Colon","Peritoneal Cavity","0.01"
"WNT10B_FZD1_LRP5","Heart","Peritoneal Cavity","0.01"
"WNT10B_FZD1_LRP5","Lamina Propia","Peritoneal Cavity","0.01"
"WNT10B_FZD1_LRP5","Lung","Peritoneal Cavity","0"
"WNT10B_FZD1_LRP5","Lymph Node","Peritoneal Cavity","0.02"
"WNT10B_FZD1_LRP5","Peritoneal Cavity","Peritoneal Cavity","0"
"WNT10B_FZD1_LRP5","Small Intestine","Peritoneal Cavity","0"
"WNT10B_FZD1_LRP5","Spleen","Peritoneal Cavity","0"
"WNT10B_FZD1_LRP5","Splenic","Peritoneal Cavity","0"
"WNT10B_FZD1_LRP5","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"WNT10B_FZD1_LRP5","Thymus","Peritoneal Cavity","0"
"WNT10B_FZD1_LRP5","Bone Marrow","Splenic","0"
"WNT10B_FZD1_LRP5","Colon","Splenic","0.03"
"WNT10B_FZD1_LRP5","Lamina Propia","Splenic","0.03"
"WNT10B_FZD1_LRP5","Peritoneal Cavity","Splenic","0.03"
"WNT10B_FZD1_LRP5","Small Intestine","Splenic","0.02"
"WNT10B_FZD1_LRP5","Subcutaneous Lymph Node","Splenic","0"
"WNT10B_FZD1_LRP5","Thymus","Splenic","0"
"WNT10B_FZD1_LRP5","Adipose Tissue","Subcutaneous Lymph Node","0.04"
"WNT10B_FZD1_LRP5","Blood","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD1_LRP5","Bone Marrow","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Brain","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD1_LRP5","Colon","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD1_LRP5","Gut","Subcutaneous Lymph Node","0.04"
"WNT10B_FZD1_LRP5","Heart","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Lamina Propia","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Lung","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Lymph Node","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD1_LRP5","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Small Intestine","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Spleen","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Splenic","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"WNT10B_FZD1_LRP5","Thymus","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Bone Marrow","Blood","0.01"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Blood","0.01"
"WNT10B_FZD10_LRP5","Thymus","Blood","0.02"
"WNT10B_FZD10_LRP5","Bone Marrow","Bone Marrow","0.01"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Bone Marrow","0.01"
"WNT10B_FZD10_LRP5","Thymus","Bone Marrow","0.02"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Brain","0.04"
"WNT10B_FZD10_LRP5","Bone Marrow","Lamina Propia","0"
"WNT10B_FZD10_LRP5","Small Intestine","Lamina Propia","0.04"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Lamina Propia","0"
"WNT10B_FZD10_LRP5","Thymus","Lamina Propia","0.01"
"WNT10B_FZD10_LRP5","Bone Marrow","Liver","0.04"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Liver","0.04"
"WNT10B_FZD10_LRP5","Bone Marrow","Lymph Node","0.01"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Lymph Node","0.01"
"WNT10B_FZD10_LRP5","Thymus","Lymph Node","0.03"
"WNT10B_FZD10_LRP5","Bone Marrow","Peritoneal Cavity","0"
"WNT10B_FZD10_LRP5","Peritoneal Cavity","Peritoneal Cavity","0.02"
"WNT10B_FZD10_LRP5","Spleen","Peritoneal Cavity","0.02"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"WNT10B_FZD10_LRP5","Thymus","Peritoneal Cavity","0.01"
"WNT10B_FZD10_LRP5","Bone Marrow","Splenic","0.01"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Splenic","0.01"
"WNT10B_FZD10_LRP5","Thymus","Splenic","0.03"
"WNT10B_FZD10_LRP5","Adipose Tissue","Subcutaneous Lymph Node","0.02"
"WNT10B_FZD10_LRP5","Blood","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD10_LRP5","Bone Marrow","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Brain","Subcutaneous Lymph Node","0.02"
"WNT10B_FZD10_LRP5","Colon","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD10_LRP5","Gut","Subcutaneous Lymph Node","0.04"
"WNT10B_FZD10_LRP5","Heart","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD10_LRP5","Lamina Propia","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Lung","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Lymph Node","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Small Intestine","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Spleen","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Splenic","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Thymus","Subcutaneous Lymph Node","0"
"WNT10B_FZD10_LRP5","Bone Marrow","Thymus","0"
"WNT10B_FZD10_LRP5","Peritoneal Cavity","Thymus","0.02"
"WNT10B_FZD10_LRP5","Subcutaneous Lymph Node","Thymus","0.01"
"WNT10B_FZD10_LRP5","Thymus","Thymus","0.01"
"WNT10B_FZD2_LRP5","Bone Marrow","Blood","0.01"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Blood","0"
"WNT10B_FZD2_LRP5","Thymus","Blood","0.01"
"WNT10B_FZD2_LRP5","Bone Marrow","Bone Marrow","0.01"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Bone Marrow","0.01"
"WNT10B_FZD2_LRP5","Thymus","Bone Marrow","0.02"
"WNT10B_FZD2_LRP5","Bone Marrow","Brain","0.04"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Brain","0.04"
"WNT10B_FZD2_LRP5","Thymus","Brain","0.04"
"WNT10B_FZD2_LRP5","Bone Marrow","Lamina Propia","0"
"WNT10B_FZD2_LRP5","Small Intestine","Lamina Propia","0.04"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Lamina Propia","0"
"WNT10B_FZD2_LRP5","Thymus","Lamina Propia","0.02"
"WNT10B_FZD2_LRP5","Bone Marrow","Lymph Node","0.02"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Lymph Node","0.03"
"WNT10B_FZD2_LRP5","Bone Marrow","Peritoneal Cavity","0"
"WNT10B_FZD2_LRP5","Peritoneal Cavity","Peritoneal Cavity","0.02"
"WNT10B_FZD2_LRP5","Spleen","Peritoneal Cavity","0.02"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"WNT10B_FZD2_LRP5","Thymus","Peritoneal Cavity","0"
"WNT10B_FZD2_LRP5","Bone Marrow","Small Intestine","0.04"
"WNT10B_FZD2_LRP5","Bone Marrow","Splenic","0.01"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Splenic","0"
"WNT10B_FZD2_LRP5","Thymus","Splenic","0.01"
"WNT10B_FZD2_LRP5","Adipose Tissue","Subcutaneous Lymph Node","0.02"
"WNT10B_FZD2_LRP5","Blood","Subcutaneous Lymph Node","0.03"
"WNT10B_FZD2_LRP5","Bone Marrow","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Brain","Subcutaneous Lymph Node","0.02"
"WNT10B_FZD2_LRP5","Colon","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD2_LRP5","Heart","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD2_LRP5","Lamina Propia","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Lung","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Lymph Node","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Small Intestine","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Spleen","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Splenic","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Thymus","Subcutaneous Lymph Node","0"
"WNT10B_FZD2_LRP5","Bone Marrow","Thymus","0"
"WNT10B_FZD2_LRP5","Subcutaneous Lymph Node","Thymus","0.01"
"WNT10B_FZD2_LRP5","Thymus","Thymus","0.01"
"WNT10B_FZD3_LRP5","Bone Marrow","Adipose Tissue","0"
"WNT10B_FZD3_LRP5","Small Intestine","Adipose Tissue","0.04"
"WNT10B_FZD3_LRP5","Subcutaneous Lymph Node","Adipose Tissue","0.03"
"WNT10B_FZD3_LRP5","Bone Marrow","Blood","0"
"WNT10B_FZD3_LRP5","Subcutaneous Lymph Node","Blood","0.02"
"WNT10B_FZD3_LRP5","Thymus","Blood","0.02"
"WNT10B_FZD3_LRP5","Bone Marrow","Bone Marrow","0"
"WNT10B_FZD3_LRP5","Lung","Bone Marrow","0.04"
"WNT10B_FZD3_LRP5","Peritoneal Cavity","Bone Marrow","0"
"WNT10B_FZD3_LRP5","Small Intestine","Bone Marrow","0.03"
"WNT10B_FZD3_LRP5","Spleen","Bone Marrow","0"
"WNT10B_FZD3_LRP5","Splenic","Bone Marrow","0.01"
"WNT10B_FZD3_LRP5","Subcutaneous Lymph Node","Bone Marrow","0"
"WNT10B_FZD3_LRP5","Thymus","Bone Marrow","0"
"WNT10B_FZD3_LRP5","Bone Marrow","Lamina Propia","0"
"WNT10B_FZD3_LRP5","Colon","Lamina Propia","0.04"
"WNT10B_FZD3_LRP5","Peritoneal Cavity","Lamina Propia","0.02"
"WNT10B_FZD3_LRP5","Small Intestine","Lamina Propia","0.02"
"WNT10B_FZD3_LRP5","Subcutaneous Lymph Node","Lamina Propia","0"
"WNT10B_FZD3_LRP5","Thymus","Lamina Propia","0.01"
"WNT10B_FZD3_LRP5","Bone Marrow","Peritoneal Cavity","0"
"WNT10B_FZD3_LRP5","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"WNT10B_FZD3_LRP5","Thymus","Peritoneal Cavity","0.02"
"WNT10B_FZD3_LRP5","Bone Marrow","Small Intestine","0.01"
"WNT10B_FZD3_LRP5","Subcutaneous Lymph Node","Small Intestine","0.03"
"WNT10B_FZD3_LRP5","Thymus","Small Intestine","0.04"
"WNT10B_FZD3_LRP5","Bone Marrow","Splenic","0.02"
"WNT10B_FZD3_LRP5","Bone Marrow","Subcutaneous Lymph Node","0"
"WNT10B_FZD3_LRP5","Colon","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD3_LRP5","Heart","Subcutaneous Lymph Node","0.02"
"WNT10B_FZD3_LRP5","Lamina Propia","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD3_LRP5","Lung","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD3_LRP5","Lymph Node","Subcutaneous Lymph Node","0.03"
"WNT10B_FZD3_LRP5","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"WNT10B_FZD3_LRP5","Small Intestine","Subcutaneous Lymph Node","0.02"
"WNT10B_FZD3_LRP5","Spleen","Subcutaneous Lymph Node","0"
"WNT10B_FZD3_LRP5","Splenic","Subcutaneous Lymph Node","0"
"WNT10B_FZD3_LRP5","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"WNT10B_FZD3_LRP5","Thymus","Subcutaneous Lymph Node","0"
"WNT10B_FZD3_LRP5","Bone Marrow","Thymus","0"
"WNT10B_FZD3_LRP5","Peritoneal Cavity","Thymus","0.03"
"WNT10B_FZD3_LRP5","Subcutaneous Lymph Node","Thymus","0.01"
"WNT10B_FZD3_LRP5","Thymus","Thymus","0.01"
"WNT10B_FZD4_LRP5","Bone Marrow","Blood","0"
"WNT10B_FZD4_LRP5","Colon","Blood","0.01"
"WNT10B_FZD4_LRP5","Lung","Blood","0.02"
"WNT10B_FZD4_LRP5","Peritoneal Cavity","Blood","0.02"
"WNT10B_FZD4_LRP5","Small Intestine","Blood","0.02"
"WNT10B_FZD4_LRP5","Spleen","Blood","0.03"
"WNT10B_FZD4_LRP5","Splenic","Blood","0.01"
"WNT10B_FZD4_LRP5","Subcutaneous Lymph Node","Blood","0"
"WNT10B_FZD4_LRP5","Thymus","Blood","0"
"WNT10B_FZD4_LRP5","Bone Marrow","Brain","0"
"WNT10B_FZD4_LRP5","Colon","Brain","0.01"
"WNT10B_FZD4_LRP5","Heart","Brain","0.01"
"WNT10B_FZD4_LRP5","Lamina Propia","Brain","0.03"
"WNT10B_FZD4_LRP5","Lung","Brain","0.03"
"WNT10B_FZD4_LRP5","Lymph Node","Brain","0.04"
"WNT10B_FZD4_LRP5","Peritoneal Cavity","Brain","0.01"
"WNT10B_FZD4_LRP5","Small Intestine","Brain","0"
"WNT10B_FZD4_LRP5","Spleen","Brain","0.01"
"WNT10B_FZD4_LRP5","Splenic","Brain","0.02"
"WNT10B_FZD4_LRP5","Subcutaneous Lymph Node","Brain","0"
"WNT10B_FZD4_LRP5","Thymus","Brain","0"
"WNT10B_FZD4_LRP5","Bone Marrow","Lamina Propia","0"
"WNT10B_FZD4_LRP5","Small Intestine","Lamina Propia","0.01"
"WNT10B_FZD4_LRP5","Subcutaneous Lymph Node","Lamina Propia","0"
"WNT10B_FZD4_LRP5","Thymus","Lamina Propia","0"
"WNT10B_FZD4_LRP5","Bone Marrow","Lung","0.01"
"WNT10B_FZD4_LRP5","Colon","Lung","0.04"
"WNT10B_FZD4_LRP5","Small Intestine","Lung","0.04"
"WNT10B_FZD4_LRP5","Subcutaneous Lymph Node","Lung","0.03"
"WNT10B_FZD4_LRP5","Thymus","Lung","0.03"
"WNT10B_FZD4_LRP5","Bone Marrow","Peritoneal Cavity","0"
"WNT10B_FZD4_LRP5","Colon","Peritoneal Cavity","0.03"
"WNT10B_FZD4_LRP5","Heart","Peritoneal Cavity","0.01"
"WNT10B_FZD4_LRP5","Lamina Propia","Peritoneal Cavity","0.02"
"WNT10B_FZD4_LRP5","Lung","Peritoneal Cavity","0.01"
"WNT10B_FZD4_LRP5","Peritoneal Cavity","Peritoneal Cavity","0"
"WNT10B_FZD4_LRP5","Small Intestine","Peritoneal Cavity","0.02"
"WNT10B_FZD4_LRP5","Spleen","Peritoneal Cavity","0"
"WNT10B_FZD4_LRP5","Splenic","Peritoneal Cavity","0"
"WNT10B_FZD4_LRP5","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"WNT10B_FZD4_LRP5","Thymus","Peritoneal Cavity","0"
"WNT10B_FZD4_LRP5","Blood","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD4_LRP5","Bone Marrow","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Brain","Subcutaneous Lymph Node","0.03"
"WNT10B_FZD4_LRP5","Colon","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Heart","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Lamina Propia","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Lung","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Lymph Node","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD4_LRP5","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Small Intestine","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD4_LRP5","Spleen","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Splenic","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"WNT10B_FZD4_LRP5","Thymus","Subcutaneous Lymph Node","0"
"WNT10B_FZD5_LRP5","Bone Marrow","Adipose Tissue","0"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Adipose Tissue","0.01"
"WNT10B_FZD5_LRP5","Thymus","Adipose Tissue","0.03"
"WNT10B_FZD5_LRP5","Bone Marrow","Blood","0"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Blood","0.02"
"WNT10B_FZD5_LRP5","Thymus","Blood","0.03"
"WNT10B_FZD5_LRP5","Bone Marrow","Bone Marrow","0"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Bone Marrow","0"
"WNT10B_FZD5_LRP5","Thymus","Bone Marrow","0"
"WNT10B_FZD5_LRP5","Bone Marrow","Brain","0"
"WNT10B_FZD5_LRP5","Colon","Brain","0.04"
"WNT10B_FZD5_LRP5","Small Intestine","Brain","0.03"
"WNT10B_FZD5_LRP5","Splenic","Brain","0.04"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Brain","0"
"WNT10B_FZD5_LRP5","Thymus","Brain","0"
"WNT10B_FZD5_LRP5","Bone Marrow","Lamina Propia","0"
"WNT10B_FZD5_LRP5","Colon","Lamina Propia","0.04"
"WNT10B_FZD5_LRP5","Peritoneal Cavity","Lamina Propia","0.02"
"WNT10B_FZD5_LRP5","Small Intestine","Lamina Propia","0.02"
"WNT10B_FZD5_LRP5","Spleen","Lamina Propia","0.04"
"WNT10B_FZD5_LRP5","Splenic","Lamina Propia","0.04"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Lamina Propia","0"
"WNT10B_FZD5_LRP5","Thymus","Lamina Propia","0.01"
"WNT10B_FZD5_LRP5","Bone Marrow","Lymph Node","0.02"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Lymph Node","0.01"
"WNT10B_FZD5_LRP5","Thymus","Lymph Node","0.01"
"WNT10B_FZD5_LRP5","Bone Marrow","Peritoneal Cavity","0.01"
"WNT10B_FZD5_LRP5","Thymus","Peritoneal Cavity","0.04"
"WNT10B_FZD5_LRP5","Bone Marrow","Small Intestine","0.04"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Small Intestine","0.04"
"WNT10B_FZD5_LRP5","Bone Marrow","Splenic","0.02"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Splenic","0.02"
"WNT10B_FZD5_LRP5","Thymus","Splenic","0.04"
"WNT10B_FZD5_LRP5","Bone Marrow","Subcutaneous Lymph Node","0"
"WNT10B_FZD5_LRP5","Colon","Subcutaneous Lymph Node","0.04"
"WNT10B_FZD5_LRP5","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"WNT10B_FZD5_LRP5","Small Intestine","Subcutaneous Lymph Node","0.02"
"WNT10B_FZD5_LRP5","Spleen","Subcutaneous Lymph Node","0"
"WNT10B_FZD5_LRP5","Splenic","Subcutaneous Lymph Node","0.01"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"WNT10B_FZD5_LRP5","Thymus","Subcutaneous Lymph Node","0"
"WNT10B_FZD5_LRP5","Bone Marrow","Thymus","0.01"
"WNT10B_FZD5_LRP5","Subcutaneous Lymph Node","Thymus","0.02"
"WNT10B_FZD5_LRP5","Thymus","Thymus","0.02"
"WNT10B_FZD6_LRP5","Bone Marrow","Bone Marrow","0"
"WNT10B_FZD6_LRP5","Colon","Bone Marrow","0.03"
"WNT10B_FZD6_LRP5","Heart","Bone Marrow","0.03"
"WNT10B_FZD6_LRP5","Lamina Propia","Bone Marrow","0.04"
"WNT10B_FZD6_LRP5","Lung","Bone Marrow","0.03"
"WNT10B_FZD6_LRP5","Peritoneal Cavity","Bone Marrow","0"
"WNT10B_FZD6_LRP5","Small Intestine","Bone Marrow","0.02"
"WNT10B_FZD6_LRP5","Spleen","Bone Marrow","0"
"WNT10B_FZD6_LRP5","Splenic","Bone Marrow","0.01"
"WNT10B_FZD6_LRP5","Subcutaneous Lymph Node","Bone Marrow","0"
"WNT10B_FZD6_LRP5","Thymus","Bone Marrow","0"
"WNT10B_FZD6_LRP5","Bone Marrow","Lamina Propia","0"
